id,name,address,reviewcnt,rate,price,phone,cuisine,score
N81_5xlY7dpEqrygi8lVOA,Public Kitchen,215 Chrystie St New York NY 10002,109,3.5,3,(212) 735-9403,Breakfast & Brunch,0
N89S_tZX8qYDho5JYR6hbQ,Egg,109 N 3rd St Brooklyn NY 11211,303,3.5,2,(718) 302-5151,Breakfast & Brunch,0
N8G8jVuIR740ddT5n2JFxQ,American Coffee,11 Hanover Sq Ste 706 New York NY 10005,1,4,0,(212) 785-2870,Coffee & Tea,0
N8JKQphBRFZClGLFauflkg,Eastampton Gardens Dog Park,C-1 Tudor Ct Eastampton Township NJ 08060,1,5,0,,Dog Parks,0
N8Xa2KURTIUMfPzkMVsr-w,Bowls by 39 Degrees,17901 Pioneer Blvd Ste G Artesia CA 90701,239,4.5,2,(562) 860-4982,Japanese,0
N90gLDq4XgqYanlRqaeNKg,Acapulco,1116 Manhattan Ave Ste 2-L Brooklyn NY 11222,243,4,1,(718) 349-8429,Mexican,0
N9OihQ22xLyfeDRSZoDCVQ,Beyoglu,1431 3rd Ave New York NY 10028,1016,3.5,2,(212) 650-0850,Turkish,0
N9cTbhwpTIcex_Je9Vx7lQ,Il Caffe Latte,189 Malcolm X Blvd New York NY 10026,246,3.5,2,(212) 222-2241,Coffee & Tea,0
NB5u0htOK_1_dTkYALpRxg,Yoi Sushi Japanese 良日本料理,133-22 39th Ave Flushing NY 11354,56,4.5,2,(718) 886-8122,Sushi Bars,0
NBHQdpn-mbICw31Qt-Ci3g,Kim Wong Chinese Kitchen,529 W Merrick Rd Valley Stream NY 11580,29,3.5,1,(516) 561-7717,Chinese,0
NBRcToxRSgXxKNeQsltI5A,Dunkin' Donuts,64 Fulton St New York NY 10038,14,2,1,(212) 732-6551,Donuts,0
NBeQAgTo9hlJxgp9xbMO-w,Tufino Pizzeria Napoletana,36-08 Ditmars Blvd Astoria NY 11105,289,4,2,(718) 278-4800,Pizza,0
NBlkPfVZHL0YoM3Y0zYk3Q,Zaika Kabab & Curry,8333 Bristol Pike Levittown PA 19057,35,3.5,2,(215) 945-4185,Indian,0
NCbgfpatepIfPBeGbsUyQQ,Dominick's Deli,401 Herricks Rd New Hyde Park NY 11040,76,4,2,(516) 746-2116,Caterers,0
NChPC9sZfG039W3UwJ5XnA,Charo's Peruvian Cuisine,7563 Carson St Long Beach CA 90808,271,4,2,(562) 627-0087,Peruvian,0
NF0YMfLNRhqssVcwzF6fCg,Three Seat Espresso & Barber,137 Avenue A New York NY 10009,72,4.5,2,(917) 388-2769,Barbers,0
NF1g2EL1wVmO0fXtuCWeZA,Wingstop,2000 Long Beach Blvd Long Beach CA 90806,273,4,2,(562) 218-9464,Chicken Wings,0
NG-vmMrBZlxAZrxgoiromg,Tappo,49 W 24th St New York NY 10010,406,4,2,(212) 807-9200,Pizza,0
NGzwDLroGL4JvG81BWliNw,Armondo's Italian Restaurant,7316 Northern Blvd Jackson Heights NY 11372,38,4.5,3,(718) 898-0113,Italian,0
NH-5cniqVsAZQPOxhZ8IgQ,Hu Kitchen,78 5th Ave New York NY 10011,768,4,2,(212) 510-8919,Breakfast & Brunch,1
NHDYiUm25eJjfWHsO1aY_A,Burger Heights,79 Audubon Ave New York NY 10032,91,4,2,(212) 951-0626,Burgers,1
NHEGoe8Xv2GAssUDwCPxTA,Filomena's,1039 Hempstead Tpke Franklin Square NY 11010,52,4.5,2,(516) 437-4919,Italian,0
NIRIpvQRp4uF-wY_JfJF0A,Txikito,240 9th Ave New York NY 10001,307,3.5,3,(212) 242-4730,Basque,0
NJ7zULzFvPxrt_ILMvV7gA,Mandoo Bar,2 W 32nd St New York NY 10001,748,3.5,2,(212) 279-3075,Korean,0
NJFW63Uyu3jQwxfUa0XCqA,Angelo's Italian Deli,190 La Verne Ave Long Beach CA 90803,415,4,1,(562) 434-1977,Delis,0
NJh208UU_wIEj96Si73TEA,El Tucanazo Bar,6203 Cherry Ave Long Beach CA 90805,14,5,1,(562) 256-1387,Bars,0
NJoZ9hHepDa5WmcRH2rczA,Mike's Deli Arthur Avenue,2344 Arthur Ave Bronx NY 10458,175,4,2,(718) 295-5033,Caterers,0
NK8X96XzDX4uQZI0nSq80Q,Buffalo Wild Wings,1447 Richmond Avenue Staten Island NY 10314,176,3,2,(718) 983-6912,Chicken Wings,0
NKDLr_aBy5WRX8-JR_SGyQ,Calaca,139 Putnam Ave Bedford-Stuyvesant NY 11238,140,4.5,2,(718) 622-0022,Mexican,0
NKDwvSzhc_rjxgkM6fB3IA,Annie Chan's Restaurant,190-11 Union Tpke Fresh Meadows NY 11366,38,2.5,2,(718) 740-1675,Kosher,0
NKI1VvfXYluRjnq4S6yEuw,Divya's Kitchen,25 1st Ave New York NY 10003,185,4.5,2,(212) 477-4834,Vegan,0
NL7yHrgnOVNtKNRPon5vGQ,Delight 28 Restaurant,28 Pell St New York NY 10013,138,3,2,(212) 285-8686,Dim Sum,0
NLHHXy87krCnRGXkeLhmsw,Steamed Rice Rolls Cart,250 Grand St between Chrystie and Bowery New York NY 10002,6,4.5,1,,Chinese,0
NLW8cMsfr4tnuf3RedMlew,Little Lamb Mongolian Hot Pot,40-24 College Point Blvd Flushing NY 11354,109,3.5,2,(718) 359-1668,Mongolian,0
NLZby3CzzL5tS5oJdXMadA,Sushi Mikasa,1188 Gravesend Neck Rd Brooklyn NY 11229,64,3,4,(718) 332-6600,Sushi Bars,0
NLeDDTBDsR0pHFyqC2zgcw,Cafe Sevilla,140 Pine Ave Long Beach CA 90802,1410,3.5,2,(562) 495-1111,Spanish,1
NMCUMp39CPenji-UbFnuCA,Tastings Social Presents Mountain Bird,251 E 110th St New York NY 10029,106,4.5,3,(212) 744-4422,French,0
NMDrXW5_qnme1hcJrXNP9Q,The NoMad Bar,10 W 28th St The NoMad Hotel New York NY 10001,352,4.5,3,(212) 796-1500,Cocktail Bars,0
NMVRHrkdp68twl4CWo1I5A,Marseille,630 9th Ave New York NY 10036,734,4,3,(212) 333-2323,French,0
NMuZQuK6UU32VlSF6khh0w,Stout NYC,133 W 33rd St New York NY 10001,849,3.5,2,(212) 629-6191,Irish,0
NN3mOWF5e_pnR1ArqM2bHQ,OBAO,647 9th Ave New York NY 10036,1595,4,2,(212) 245-8880,Vietnamese,1
NNZ4Zjir0S101ltpfgaI1w,Golden Dawn,7115 New Falls Rd Levittown PA 19055,71,3.5,2,(215) 945-4554,Diners,0
NNvB5YIkm_dApe-YbUGqeA,Ghoroa Restaurant,16841 Hillside Ave Jamaica NY 11432,22,4,1,(718) 262-9100,Indian,0
NNvdMOswZuJ0UUtpP1ievw,Casa Della Mozzarella Italian Deli,604 E 187th St Bronx NY 10458,128,4.5,2,(718) 364-3867,Delis,0
NO62smYrIV5NofWU-EjfEQ,Chili's,1205 Corporate Dr Westbury NY 11590,168,3,2,(516) 222-7001,American (Traditional),0
NOBZrZcGfv20i1M5NXoq_w,Big Apple Chinese & Japanese Restaurant,3255 Francis Lewis Blvd Flushing NY 11358,77,3,2,(718) 886-1118,Chinese,0
NOUujFVP_d4XBrJqTra55A,Tacos El Bronco II,White Plains Rd & Lydig Ave Bronx NY 10462,83,4.5,1,(917) 645-8720,Mexican,0
NOh24SMS6k4pzNv8Ds7KDg,Cafe Habana,17 Prince St New York NY 10012,2985,4,2,(212) 625-2001,Cuban,1
NOpzjQbAVvjT_9fIHoAoDw,Pizzaniste,3439 E Tremont Ave Bronx NY 10465,36,4.5,2,(718) 822-2285,Pizza,0
NOvsA8NlPPDDhdPhqi1Zww,Boston Market,854 Arthur Kill Rd Staten Island NY 10312,15,3,2,(718) 227-8200,Caterers,0
NPmqKZzKxwEXCZQZL7viHA,Ghenet Brooklyn,348 Douglass St Brooklyn NY 11217,428,4,2,(718) 230-4475,Ethiopian,0
NPnWsPxOpG91GHx74S27Uw,Sottocasa Pizzeria - Harlem,227 Lenox Ave New York NY 10027,147,4.5,2,(646) 928-4870,Pizza,0
NPs6ulEKN_-Yi-Mo3URpwQ,Fish On Main Restaurant,286 Main St Port Washington NY 11050,28,3.5,3,(516) 883-1515,Mediterranean,0
NQ6Qyjuf-2WrC7v5_QSrGQ,Restauration,2708 E 4th St Long Beach CA 90814,842,4,2,(562) 439-8822,American (New),0
NQ8uQVJBQMOyigv4gwMweA,Blue Charcoal Grill,5981 Broadway Bronx NY 10471,29,4,2,(347) 843-6475,Barbeque,0
NQAC5cSVEFyS2pDMkyOLnw,Belmont Shore Stroll & Savor,E 2nd St Long Beach CA 90803,89,4.5,0,,Local Flavor,0
NQILz13MX5WqZrCsnK7HLQ,Coenties Slip Park,36 Water St New York NY 10004,1,2,0,,Parks,0
NQh7s-ceQ88cznujuZAN1w,Wyckoff Thai,314 Franklin Ave Wyckoff NJ 07481,105,4.5,2,(201) 485-8855,Thai,0
NQrtDKZV2imG0GZKA2YRhA,Waffelino - The Waffle Bar,310 Central Ave Lawrence NY 11559,14,3.5,2,(516) 792-3973,Waffles,0
NQu6MXz6heORBpN2d2xfsA,Thai Charcoal Pit,2226 E 7th St Long Beach CA 90804,273,3.5,1,(562) 434-9723,Thai,0
NQxT0UmsqluvQW4PtBrWUg,Bistro Etc Restaurant,43 Main St Ste B Port Washington NY 11050,19,4.5,3,(516) 472-7780,American (New),0
NRJq2BNcbjqAyxUB_bw7gw,Momoya,185 7th Ave New York NY 10011,475,4,3,(212) 989-4466,Sushi Bars,0
NRQbIOVnEnsJ8t2xg7W_zg,Mel's Burger Bar,2850 Broadway New York NY 10025,620,3.5,2,(212) 865-7100,Burgers,0
NRcffNvufYo2Jul0h24_qw,Bryant Park Grill,25 W 40th St New York NY 10018,781,3.5,3,(212) 840-6500,Bars,0
NRj53fiW0MkjhMCCgLL1hA,Panini's,1825 Redondo Ave Signal Hill CA 90755,206,4,1,(562) 961-8771,Sandwiches,0
NSGPfjlCKJpUVnecoERNJA,L'imprimerie,1524 Myrtle Ave Bushwick NY 11237,136,4.5,2,(929) 295-6464,Bakeries,0
NSMWBJAmd4ZUZOziTTdM6g,DiMaggio's Trattoria,706 Port Washington Blvd Port Washington NY 11050,101,4.5,2,(516) 944-6363,Italian,0
NSSINPz7_s65pFBS2iZFjQ,T-Swirl Crêpe,244 Main St Fort Lee NJ 07024,128,4.5,1,(201) 363-8838,Creperies,0
NT1dPxaAfGpdAcz4ir-Flw,Pizza Studio,444 E. Fordham Rd. Bronx NY 10458,61,4.5,1,(718) 215-6820,Pizza,0
NT2mKx3_kxO9tpjeP2Sv6Q,The Malt House,206 Thompson St New York NY 10012,364,4,2,(212) 228-7713,Gastropubs,0
NTIx9_fCoM4tN5JrgRzMOA,Ateaz,116-29 Metropolitan Ave Kew Gardens NY 11415,102,4.5,1,(347) 494-5391,Coffee & Tea,0
NTwOc9yQ1xl5deeVzZqxfw,Tavern29,47 E 29th St New York NY 10016,718,4,2,(212) 685-4422,Pubs,0
NU0PxRWTYoLKZRTy9JT_jg,Governors Island National Monument,10 S St Slip 7 New York NY 10004,270,4.5,0,(212) 825-3045,Landmarks & Historical Buildings,0
NV9i5ecIE7gjceCt8KIBFw,Sonic Drive-In,1498 Route 38 E Hainesport NJ 08036,30,3.5,1,(609) 518-2335,Fast Food,0
NVLnpBbYtis_jBm4ppGD2Q,Modcup Coffee,479 Palisade Ave Jersey City NJ 07307,155,4.5,2,(201) 798-1666,Coffee & Tea,0
NVp1S29NLR573Lc4ZvICKw,Forest Hills Station House,106-11 71st Ave Forest Hills NY 11375,890,4,2,(718) 544-5000,Gastropubs,0
NW8lLEkGORdI-Oq0REgU_w,The Irving Inn Social,1449 Irving St Rahway NJ 07065,149,4.5,2,(908) 285-2530,American (New),0
NWHrF-8HC7yIKMXop6n-0Q,Bushwick Grind,63 Whipple St Unit 1L Brooklyn NY 11206,63,5,1,(929) 337-6007,Coffee & Tea,0
NWLkGc9R3dVnM2rfjzy8jA,South 4th Bar & Café,90 S 4th St Brooklyn NY 11249,165,4.5,1,(718) 218-7478,Coffee & Tea,0
NWOctchYbXjR9yNHLlCj8A,So Far So Good,17 Broadway Lynbrook NY 11563,118,3.5,2,(516) 599-2131,Chinese,0
NWjb5_ZlyUvngL5CIS6QCA,Burger King,1175 Beaver St Bristol PA 19007,3,3,1,(215) 781-9370,Burgers,0
NXZFu7KHBrG02gzYneY5Xg,Ugly Kitchen,103 1st Ave New York NY 10003,515,4,2,(212) 777-6677,Bars,1
NXc41clC71XOmSw5c_bvqg,Q Tea Tapas,242 Main St Fort Lee NJ 07024,118,4,1,(201) 363-8833,Bubble Tea,0
NXjCypQNl7tBrdR3gkFqdg,Lupita's Restaurant,2049 2nd Ave New York NY 10029,93,4,2,(646) 590-4202,Mexican,0
NYU2iSBy2nwBmggb07FWXA,Bluestone Lane,805 3rd Ave New York NY 10022,211,4.5,1,(212) 888-8848,Coffee & Tea,0
NYdIAon4Wj5ZWVFpSNEKsA,Tea Station,47-16 Bell Blvd Bayside NY 11361,47,4,1,(718) 631-5475,Chinese,0
NZ0zBJ60QNrol6nUeAnLgw,Hanco's,147 Montague St Brooklyn NY 11201,266,3.5,1,(347) 529-5054,Vietnamese,0
NZNPFJ405oo1z043hH4Fnw,Blue Water Grill,31 Union Sq W New York NY 10003,1386,4,3,(212) 675-9500,Seafood,1
NZb6ILmE0p4gQ5harzrAvA,DaDong New York,3 Bryant Park New York NY 10036,321,3,4,(212) 355-9600,Chinese,0
NZkujpUOFEKHW0yyv_asLw,Chelsea Chowder House & Bar,1126 Queens Hwy The Queen Mary Long Beach CA 90802,232,3,2,(562) 499-1685,Seafood,0
N_iUh4REefckkA0zLm9TeA,Plancha Tapas and Wine Bar,931 Franklin Ave Garden City NY 11530,319,4.5,2,(516) 246-9459,Tapas Bars,0
Na55QhymZh3cje8Ac2vCvg,Nimbooda,664 Washington Ave Brooklyn NY 11238,115,4.5,2,(718) 622-4616,Indian,0
NajgUhNhyBx5Pp31WYOxXw,La Casita Rivera,3819 Atlantic Ave Long Beach CA 90807,344,4,1,(562) 427-8600,Mexican,0
Nd3eUbXfWrQIjhTiRU9fpg,Glen Cove Diner,187 Glen St Glen Cove NY 11542,70,3.5,2,(516) 676-1400,Diners,0
NdBnBtF7q6qQOyok7XVokQ,494 Chicken,3785 Victory Blvd Staten Island NY 10314,33,4,1,(718) 494-1998,Barbeque,0
NdVs6_MCxF3USRZB5efjPg,Secret Spot,3801 Warner Ave Ste B Huntington Beach CA 92649,1441,4.5,1,(562) 592-4494,Vegetarian,0
NdZ4XsLa0_PI4sZ9fe-t6Q,Marrakech Chefs,New York NY,5,3,1,,Moroccan,0
NdvmQ8VoLUIZyFpApZOXUA,Allswell,124 Bedford Ave Brooklyn NY 11211,325,3.5,2,(347) 799-2743,American (New),0
NebgteFykeM1gwiVgPcCHw,The Handpulled Noodle,3600 Broadway New York NY 10031,471,4,2,(917) 262-0213,Chinese,0
Ng092KqBbDX6FWUtpWghww,Cipriani Wall Street,55 Wall St New York NY 10005,166,3.5,4,(212) 699-4096,Italian,0
NgD-6ogFGc_c4z5_Ur4k2g,Dhaba Indian Cuisine,108 Lexington Ave New York NY 10016,1366,3.5,2,(212) 679-1284,Indian,1
Nhg4oTNVxoHpMQrwFaojag,Prince Noodle and Cafe,4009 Prince St Flushing NY 11354,203,4,1,(718) 888-9295,Noodles,0
NiFmuqLM-apdMX_jBPVIgw,Rabbit House,76 Forsyth St New York NY 10002,120,4.5,2,(212) 343-4200,Tapas Bars,0
NihZnyQSt43DbNA5KzO5mA,TJK Cafe & Restaurant,24904 Horace Harding Expy Little Neck NY 11362,40,4,2,(718) 631-1564,American (Traditional),0
NiosoLeT66--O2BOUlI_GA,Bay Sushi,29 Bay Ridge Ave Brooklyn NY 11220,59,4.5,2,(718) 836-3083,Sushi Bars,0
Njr_f1J5Pve35OyPdBljVA,Convivium Osteria,68 5th Ave Brooklyn NY 11217,417,4,3,(718) 857-1833,Italian,0
NkKTXQc3KRUHM6-9OdS5TA,Rubio's,4702 East 2nd St Long Beach CA 90803,97,3.5,1,(562) 439-8317,Mexican,0
NkTkEv9Jqp79mJ7RvktBzw,Centre Finest Deli,140 Centre St New York NY 10013,1,1,0,(212) 334-6511,Delis,0
NkbPHI7SNkiRMcRrSlw4nQ,Rio Lounge,1576 Haines Rd Levittown PA 19055,3,3,0,(215) 949-8735,Cocktail Bars,0
Nkp3gqTpljKiHFx2Xv3NEg,Street Pianos NYC,New York NY,2,5,0,,Local Flavor,0
Nl-gzT-pEBUBBWSa6N1gkA,Uncle Jack's Steakhouse - Bayside,3940 Bell Blvd Bayside NY 11361,395,3.5,4,(718) 229-1100,Steakhouses,0
Nl8lPfJalOiX9rJiibD8jw,Westampton Family Diner,1857 Rt 541 Mount Holly NJ 08060,35,3.5,1,(609) 265-7065,Diners,0
NlARIR13E6uTWc40u_zyqQ,Coffee Cart,Park Pl & Broadway Manhattan NY 10038,1,4,1,,Street Vendors,0
NlSCY843jBk26w0leGeLVA,The Ainsworth - FiDi,121 Fulton St New York NY 10038,5,3.5,0,(646) 545-6647,American (New),0
NlgC8TjNuf8sy6qg2xpqsQ,Yuka Japanese Restaurant,1557 2nd Ave New York NY 10028,507,3.5,2,(212) 772-9675,Sushi Bars,0
NlsxuhV6CUONOyI7xk7-mw,Hill Country Barbecue Market,30 W 26th St New York NY 10010,1973,3.5,2,(212) 255-4544,Barbeque,1
Nnuz_Ic0IdWOUbl64r4Hkg,Fonda Park Slope,434 7th Ave Brooklyn NY 11215,683,4,2,(718) 369-3144,Mexican,0
No4ny0agfERlycMQwkLD4w,Purple Yam,1314 Cortelyou Rd Brooklyn NY 11226,347,3.5,2,(718) 940-8188,Filipino,0
No5Z9wDq4E2TcYbgtr1AiA,Bowery Ballroom,6 Delancey St New York NY 10002,356,4.5,2,(212) 533-2111,Music Venues,0
NotkoYDwpzesUKBt8Xuwzw,The Palm West Side,250 W 50th St New York NY 10019,342,3.5,4,(212) 333-7256,Steakhouses,0
NownXUTnOxTGQapljTZ9OQ,Starbucks,5251 E 2nd St Long Beach CA 90803,102,3.5,1,(562) 987-5043,Coffee & Tea,0
NpWbF3mrUYGgUIiL7TcNrw,Wolfgang's Steakhouse,200 E 54th St New York NY 10022,253,3.5,4,(212) 588-9653,Steakhouses,0
NptvUdXQqGlF4dvM5n62FQ,Creamistry,11442 South St Cerritos CA 90703,739,3.5,2,(562) 860-6487,Desserts,0
NqnCmOlPIJ_QBQzvZ28djA,Sapthagiri Taste Of India,804 Newark Ave Jersey City NJ 07306,355,3.5,2,(201) 533-8400,Indian,0
NqnYnZtajJ4Y-Lmxa26VdA,Hanco's,134 Smith St Brooklyn NY 11201,606,4,1,(718) 858-6818,Vietnamese,0
NsV0HpDInBjWQR61jvp4SQ,Big Apple Greeter,1 Centre St New York City NY 10007,8,4.5,0,(212) 669-8159,Local Flavor,0
Nt7vyXyaxnyXpP4NNgrSvw,Joy Indian Restaurant,301 Flatbush Ave Brooklyn NY 11217,609,3.5,2,(718) 230-1165,Indian,0
NtBiQJft-e7pq_lSAshozg,Wo Kee Noodle,168-12 Union Turnpike Fresh Meadow NY 11366,104,3,2,(718) 487-3590,Cantonese,0
Nth5X4ghWK4zKgF-Lta--w,Algarve Restaurant,658 Van Buren Ave Elizabeth NJ 07201,98,3.5,2,(908) 353-5858,Portuguese,0
Ntm_eH5TtVsofqL6BA7f9w,MADANGSUI,35 W 35th St New York NY 10001,599,3.5,2,(212) 564-9333,Korean,0
Nukulm8uVSjn0zMWk_u4IA,Sushi-Ann Restaurant,38 E 51st St New York NY 10022,91,3.5,4,(212) 755-1780,Japanese,0
NupdQxf_6HUwnAhINKpvgg,Nanking Restaurant,2056 Hillside Ave New Hyde Park NY 11040,253,3,2,(516) 352-0009,Chinese,0
NvuMXN79-xWiCCaBcmLIXQ,The Cove Restaurant & Oyster Bar,74 Shore Rd Glen Cove NY 11542,72,3.5,2,(516) 676-1211,Seafood,0
Nvuya8iH_NaJlzXg-dx1-A,Robin's Nest Restaurant,2 Washington St Mount Holly NJ 08060,151,4,2,(609) 261-6149,Bakeries,0
NwrqmFGO-utVOG-eeDDuXg,Penelope,159 Lexington Ave New York NY 10016,2003,3.5,2,(212) 481-3800,American (Traditional),1
NxB1TT5AloDQ4Gq0uKoN8A,Le Roi,10 Akron Plz Staten Island NY 10314,19,3,1,(718) 983-1900,Hookah Bars,0
NyFXsvNhwCwkqVfmCU5LJw,Van Leeuwen Artisan Ice Cream,48 1/2 E 7th St New York NY 10003,768,4,2,(646) 476-3865,Desserts,0
NydHMLL3iWR52oMd1s0GIQ,Caffe Lanka,2166 Westchester Ave Bronx NY 10462,21,4.5,0,(347) 657-0874,Sri Lankan,0
Nz3ednIoYXg1NwOn7jnTOQ,The Counter,7 Times Square Times Square Tower New York NY 10036,706,3.5,2,(212) 997-6801,Burgers,0
NzU2hb0z0jGEOOv0-zTLEQ,Sigiri,91 1st Ave New York NY 10003,519,4,2,(212) 614-9333,Sri Lankan,1
Nzz7O9jSdfSOaPL5huYcSg,Errigo's,502 Bay St Staten Island NY 10304,53,4.5,2,(718) 981-5111,Italian,0
O-TEP2tSe8wbmBxoAxpyWQ,Dyker Heights Christmas Lights,12th Ave & 84th St Brooklyn NY 11228,202,4.5,0,,Local Flavor,0
O-zwQQV8AExgdPoJiqjpDg,Ba Xuyen,4222 8th Ave Brooklyn NY 11232,564,4.5,1,(718) 633-6601,Vietnamese,0
O0Shq31HYMVH-m6ak82dnA,Peking Kitchen,309 Bradley Ave Staten Island NY 10314,17,3.5,1,(718) 982-6735,Chinese,0
O0XDkLz_3Q4oumBfEKbJxQ,Sun Ho Chinese Restaurant,32 Park Plz Glen Head NY 11545,17,4,2,(516) 676-2688,Chinese,0
O0gnD0xrbYUbEXVTqvWFAg,Blue Bar,59 West 44th Street New York NY 10036,143,3.5,3,(212) 840-6800,Whiskey Bars,0
O11W0yhzFPXlNTOo2C4pUQ,Leo's Restaurant & Bar,190 7th St Garden City NY 11530,74,3.5,2,(516) 742-0574,Bars,0
O1tU_X4agYCmi34z2Vabtg,Junction Lbny,20 W Park Ave Long Beach NY 11561,17,4,2,(516) 889-1680,Sports Bars,0
O25Xbg1amY3TokJQQ7vI9Q,Perennial,990 Franklin Ave Garden City NY 11530,29,4,2,(516) 743-9213,American (New),0
O3VeEQUt3olU13HG2YqaTQ,The Coffee Club,9526 4th Ave Brooklyn NY 11209,50,3.5,1,(718) 749-0387,Diners,0
O4UeWRZLKuS3GRC4ELJRog,Housing Works Bookstore Café,126 Crosby St New York NY 10012,529,4.5,1,(212) 334-3324,Bookstores,0
O4UeWRZLKuS3GRC4ELJRog,Housing Works Bookstore Café,126 Crosby St New York NY 10012,530,4.5,1,(212) 334-3324,Bookstores,0
O4k-84fCCQCXZ3JlId4exw,Graze Smokehouse,529 Central Ave Cedarhurst NY 11516,8,4.5,2,(516) 828-5000,Smokehouse,0
O4rYM6YBj90W2u7RhG3Mvg,Maison Premiere,298 Bedford Ave Brooklyn NY 11249,991,4,3,(347) 335-0446,Seafood,0
O5-meVgkgkDdLS7Ekc9Mfg,Petro Stopping Center,402 Rising Sun Sq Rd Bordentown NJ 08505,10,3.5,2,(609) 291-1145,Convenience Stores,0
O5Cm2yU32-Epf4HKEFAJEQ,Il Postino,337 East 49th St New York NY 10017,86,4,4,(212) 688-0033,Italian,0
O6LArju5DvLrGNrvErieVA,Bluestone Lane,30 Broad St New York NY 10004,220,4,1,(646) 684-3771,Coffee & Tea,0
O6MBQDFMkUqGM1ge05H4EQ,Anthony's Butcher & Deli,7324 3rd Ave Brooklyn NY 11209,38,5,2,(718) 748-4184,Butcher,0
O6RBNHBleB0mCb2dAanxCw,Casa Lever,390 Park Ave New York NY 10022,181,3.5,3,(212) 888-2700,Italian,0
O71NXVZSB71eqjcmjNXOkQ,W's Bar and Restaurant,7001 Amboy Rd Staten Island NY 10307,16,3.5,2,(718) 948-9412,Bars,0
O7CnII31QnhLIYoUlOXrZA,La Sala,3205 Crescent St Astoria NY 11106,85,4.5,2,(718) 606-6121,Cocktail Bars,0
O7Y60hLQGzL6J90C1Alq1A,Lucky Fortune Chinese Restaurant,3945 Amboy Rd Staten Island NY 10308,42,3,2,(718) 984-1120,Chinese,0
O7qwg5zmrzKQuY59jf_cnw,Subway,2002 Mount Holly Rd Ste 2 Burlington NJ 08016,2,1,0,(609) 386-6600,Sandwiches,0
O8WY-oaJMFqOlvdu9JEglA,Mama Food,1212 Hempstead Tpke Franklin Square NY 11010,28,4,2,(516) 326-2591,Chinese,0
O8hZJ5OLb0Aj4uEozrUg8g,Aperitif Bistro Wine Bar,242 Sunrise Hwy Rockville Centre NY 11570,140,3.5,3,(516) 594-3404,French,0
O9AnGazrv5nz7p5mC6FwbQ,Quintessence,263 E 10th St New York NY 10009,450,4,2,(646) 654-1823,Live/Raw Food,0
O9U7Cyfx50nOZdB5UCneYA,Sushi Ai,5260 E 2nd St Long Beach CA 90803,186,4,2,(562) 439-1950,Sushi Bars,0
O9WmKufAUqDM0j2HpgLVlw,Tamashii Ramen,2905 Broadway Astoria NY 11106,572,4,2,(718) 278-5888,Ramen,0
O9c5b_bs3Nfk81ljzkQxZw,CBar & Lounge,87-22 Lefferts Blvd Jamaica NY 11418,36,4.5,2,(347) 475-0948,Lounges,0
OAqsZMbjv66nOMqlimnYuQ,Uva,1486 2nd Ave New York NY 10075,1963,4,2,(212) 472-4552,Italian,1
OBQ2IKvREm5oW6_uu-v_uw,Shangerila Restaurant,2893 Buhre Ave Bronx NY 10461,195,3.5,2,(718) 828-6080,Sushi Bars,0
OBfECD0DfwkH6u1qpJnLjQ,Bell's Coffee & Design,30 Grand St New York NY 10013,48,4.5,2,,Gift Shops,0
OBvL4oqKclkVzAzrEbB4XQ,SIP Lounge,111 East Ocean Blvd Long Beach CA 90802,124,3.5,2,(562) 499-2533,Lounges,0
OCTiJwvjoK81WoDwsTkFvA,Paesano of Mulberry Street,136 Mulberry St New York NY 10013,466,3.5,2,(212) 965-1188,Italian,0
OCdBg074crlFQ_IlMYEtTw,Red Hook Food Vendors,155 Bay St Brooklyn NY 11232,194,4,1,(718) 722-3211,Food Stands,0
OD4t8x1nw_xfYg9HCR9S9A,Casa Latina Restaurant,201 Fort Dix St Wrightstown NJ 08562,1,1,1,(609) 724-9300,Mexican,0
ODX5fHA5Zi27BuUjI0E5rg,Golden Taste Restaurant,42 Bowery New York NY 10013,8,3.5,2,(212) 571-3888,Chinese,0
OFFSpIPqvwOnwdcEq8usvw,Motel Morris,132 7th Ave New York NY 10011,97,4,3,(646) 880-4810,Bars,0
OFfZUS-nu6NDnsWe1B2bUQ,TONCHIN NEW YORK,13 W 36th New York NY 10018,261,4.5,2,(646) 692-9912,Ramen,0
OGM4aom3HmTGV10WN_zW1w,Bella's Place Restaurant,87-77 Sutphin Blvd Jamaica NY 11435,31,4,1,(718) 739-5373,Mexican,0
OHgGIQm3TLyBCi2oxgRYWg,Sirio Ristorante,151 E 58th St New York NY 10022,62,4,3,(212) 401-4303,Italian,0
OHjrpzhxBhM7o7eMmV25bQ,Pizza King,2503 Marne Hwy Hainesport NJ 08036,2,3,0,(856) 234-3500,Pizza,0
OIBBmeDbH8K6FRT7ImM7tQ,Vietnamese Sandwiches,164 Pearl St Manhattan NY 10005,2,2,0,(212) 952-1699,Sandwiches,0
OINi1A9bSUUN5vi7xgi3ZQ,Uchu,217 Eldridge St New York NY 10002,29,4.5,4,(212) 203-7634,Sushi Bars,0
OIrkZxtrEls_dbexwGJCFA,Denny's,2860 N Bellflower Blvd Long Beach CA 90815,125,3.5,1,(562) 429-2000,Diners,0
OKc49LvmOgteQoFqzzmv_A,Bronx Drafthouse,884 Gerard Ave Bronx NY 10452,127,4,2,(929) 265-9759,American (New),0
